vente_id,date_id,client_id,produit_id,quantite,prix_unitaire_vente,montant_total,nom_produit,categorie,prix_unitaire_produit,unite_mesure,origine,nom,prenom,genre,age,ville,statut_marital,date_complete,jour,mois,mois_nom,annee,trimestre
152,1223,745,198,8,267.04,2136.32,Lait,Produits Laitiers,159.95,Unité,Espagne,Kabbaj,Noura,Femme,24,Fès,Marié(E),2021-05-07,7,5,May,2021,2
153,2113,522,268,8,15.93,127.44,Lait,Produits Laitiers,23.39,Bouteille,France,Bouzid,Mohamed,Homme,58,Marrakech,Marié(E),2023-10-14,14,10,October,2023,4
154,1036,749,904,7,486.89,3408.23,Fraises,Fruits,158.29,Paquet,États-Unis,Maaroufi,Amina,Femme,31,Oujda,Marié(E),2020-11-01,1,11,November,2020,4
155,993,732,518,2,389.64,779.28,Mixeur,Électroménager,162.17,Unité,Maroc,El Fassi,Noura,Femme,30,Kenitra,Célibataire,2020-09-19,19,9,September,2020,3
156,1187,318,873,2,285.52,571.04,Bouilloire,Électroménager,169.3,Bouteille,France,Benslimane,Noura,Femme,39,Casablanca,Marié(E),2021-04-01,1,4,April,2021,2
157,520,96,700,4,328.43,1313.72,Jus D’Orange,Boissons,33.35,Unité,France,Maaroufi,Fatima,Femme,49,Oujda,Marié(E),2019-06-04,4,6,June,2019,2
158,1500,162,303,10,174.22,1742.2,Dattes,Fruits,183.98,Bouteille,France,Ouazzani,Fatima,Femme,60,Tanger,Célibataire,2022-02-08,8,2,February,2022,1
159,2087,345,87,5,214.28,1071.4,Oranges,Fruits,46.68,Paquet,États-Unis,Benali,Hassan,Homme,54,Kenitra,Marié(E),2023-09-18,18,9,September,2023,3
160,553,845,258,1,393.62,393.62,Bœuf,Viandes,105.74,Paquet,France,El Fassi,Noura,Femme,58,Casablanca,Marié(E),2019-07-07,7,7,July,2019,3
161,1817,440,907,9,78.09,702.81,Brioche,Pâtisserie,58.31,Paquet,Maroc,Benslimane,Laila,Femme,31,Rabat,Célibataire,2022-12-22,22,12,December,2022,4
162,1769,813,783,2,394.54,789.08,Tomates,Légumes,16.31,Kg,Maroc,Toumi,Khadija,Femme,51,Rabat,Marié(E),2022-11-04,4,11,November,2022,4
163,814,235,251,3,43.72,131.16,Pain Au Chocolat,Pâtisserie,90.81,Bouteille,Espagne,Maaroufi,Laila,Femme,27,Tanger,Marié(E),2020-03-24,24,3,March,2020,1
164,1545,348,680,10,167.01,1670.1,Courgettes,Légumes,93.2,Litre,Espagne,Maaroufi,Laila,Femme,41,Tanger,Célibataire,2022-03-25,25,3,March,2022,1
165,1943,730,73,8,223.2,1785.6,Farine,Épicerie,177.85,Bouteille,France,Benali,Fatima,Femme,64,Oujda,Marié(E),2023-04-27,27,4,April,2023,2
166,134,170,916,7,475.42,3327.94,Yaourt,Produits Laitiers,72.1,Bouteille,États-Unis,El Amrani,Soufiane,Homme,64,Fès,Marié(E),2018-05-14,14,5,May,2018,2
167,1704,424,269,10,223.89,2238.9,Pain Au Chocolat,Pâtisserie,87.79,Unité,Maroc,Benali,Khadija,Femme,31,Marrakech,Célibataire,2022-08-31,31,8,August,2022,3
168,992,739,341,2,282.54,565.08,Poulet,Viandes,11.98,Unité,Maroc,El Amrani,Rachid,Homme,27,Oujda,Marié(E),2020-09-18,18,9,September,2020,3
169,170,250,457,4,476.85,1907.4,Jus D’Orange,Boissons,138.71,Paquet,France,El Amrani,Fatima,Femme,27,Fès,Marié(E),2018-06-19,19,6,June,2018,2
170,427,358,407,3,123.53,370.59,Sucre,Épicerie,122.87,Bouteille,États-Unis,Toumi,Fatima,Femme,47,Rabat,Célibataire,2019-03-03,3,3,March,2019,1
171,518,755,644,10,242.04,2420.4,Yaourt,Produits Laitiers,153.7,Litre,France,Bouzid,Amina,Femme,32,Casablanca,Marié(E),2019-06-02,2,6,June,2019,2
172,1554,865,654,8,148.58,1188.64,Pommes,Fruits,124.83,Litre,Maroc,Benslimane,Soufiane,Homme,31,Agadir,Célibataire,2022-04-03,3,4,April,2022,2
173,665,897,892,9,281.31,2531.79,Fromage,Produits Laitiers,18.5,Bouteille,France,Benali,Mohamed,Homme,39,Marrakech,Marié(E),2019-10-27,27,10,October,2019,4
174,247,878,973,9,294.09,2646.81,Carottes,Légumes,35.37,Paquet,France,Maaroufi,Mohamed,Homme,59,Tanger,Célibataire,2018-09-04,4,9,September,2018,3
175,566,332,606,7,42.42,296.94,Eau Minérale,Boissons,74.91,Paquet,France,El Amrani,Laila,Femme,44,Agadir,Célibataire,2019-07-20,20,7,July,2019,3
176,1904,951,421,9,257.01,2313.09,Détergent,Produits Ménagers,55.74,Kg,France,Bouzid,Soufiane,Homme,56,Rabat,Marié(E),2023-03-19,19,3,March,2023,1
177,1692,660,555,6,389.14,2334.84,Mouton,Viandes,107.86,Paquet,Maroc,El Fassi,Mohamed,Homme,64,Oujda,Célibataire,2022-08-19,19,8,August,2022,3
178,1297,696,947,5,438.72,2193.6,Pain Au Chocolat,Pâtisserie,137.5,Litre,Espagne,Maaroufi,Amina,Femme,43,Agadir,Marié(E),2021-07-20,20,7,July,2021,3
179,1533,631,178,2,296.05,592.1,Fraises,Fruits,59.42,Paquet,France,Toumi,Hassan,Homme,60,Agadir,Marié(E),2022-03-13,13,3,March,2022,1
180,1125,921,516,2,109.91,219.82,Lait,Produits Laitiers,60.07,Litre,États-Unis,Toumi,Amina,Femme,22,Tanger,Célibataire,2021-01-29,29,1,January,2021,1
181,1192,308,85,10,143.37,1433.7,Couscous,Épicerie,75.71,Unité,États-Unis,Boukhari,Amina,Femme,27,Tanger,Marié(E),2021-04-06,6,4,April,2021,2
182,307,519,15,6,277.88,1667.28,Fromage,Produits Laitiers,158.04,Kg,Maroc,Boukhari,Soufiane,Homme,28,Fès,Célibataire,2018-11-03,3,11,November,2018,4
183,306,968,385,5,282.51,1412.55,Pain Au Chocolat,Pâtisserie,93.06,Litre,Maroc,Bouzid,Hassan,Homme,49,Oujda,Célibataire,2018-11-02,2,11,November,2018,4
184,1023,942,744,10,381.19,3811.9,Savon,Hygiène,130.4,Paquet,Espagne,Toumi,Amina,Femme,20,Tanger,Célibataire,2020-10-19,19,10,October,2020,4
185,1039,924,6,7,442.37,3096.59,Brioche,Pâtisserie,146.85,Unité,Maroc,Benslimane,Rachid,Homme,20,Oujda,Célibataire,2020-11-04,4,11,November,2020,4
186,1254,833,782,6,132.71,796.26,Shampoing,Hygiène,116.78,Kg,États-Unis,Benslimane,Fatima,Femme,43,Fès,Célibataire,2021-06-07,7,6,June,2021,2
187,1138,33,447,7,251.16,1758.12,Lait,Boissons,42.07,Litre,Maroc,Bouzid,Fatima,Femme,33,Oujda,Célibataire,2021-02-11,11,2,February,2021,1
188,1845,325,79,8,181.34,1450.72,Farine,Épicerie,172.8,Unité,Maroc,Boukhari,Hassan,Homme,20,Rabat,Célibataire,2023-01-19,19,1,January,2023,1
189,679,734,432,1,489.29,489.29,Soda,Boissons,160.54,Paquet,France,Toumi,Mohamed,Homme,45,Oujda,Marié(E),2019-11-10,10,11,November,2019,4
190,989,522,948,3,89.16,267.48,Fromage,Produits Laitiers,41.28,Bouteille,France,Bouzid,Mohamed,Homme,58,Marrakech,Marié(E),2020-09-15,15,9,September,2020,3
191,1876,41,638,10,404.56,4045.6,Détergent,Produits Ménagers,179.66,Paquet,Maroc,Benslimane,Laila,Femme,28,Tanger,Célibataire,2023-02-19,19,2,February,2023,1
192,1868,904,720,10,457.1,4571.0,Bœuf,Viandes,112.77,Unité,France,El Amrani,Youssef,Homme,58,Agadir,Marié(E),2023-02-11,11,2,February,2023,1
193,1325,558,786,6,332.42,1994.52,Carottes,Légumes,28.19,Paquet,Espagne,El Fassi,Amina,Femme,45,Tanger,Marié(E),2021-08-17,17,8,August,2021,3
194,1329,2,555,3,215.59,646.77,Mouton,Viandes,107.86,Paquet,Maroc,El Amrani,Youssef,Homme,64,Rabat,Marié(E),2021-08-21,21,8,August,2021,3
195,914,181,873,5,191.62,958.1,Bouilloire,Électroménager,169.3,Bouteille,France,Benali,Noura,Femme,59,Casablanca,Célibataire,2020-07-02,2,7,July,2020,3
196,1157,337,838,2,365.93,731.86,Café,Boissons,49.3,Bouteille,États-Unis,El Fassi,Rachid,Homme,39,Fès,Célibataire,2021-03-02,2,3,March,2021,1
197,1655,885,71,3,356.08,1068.24,Couscous,Épicerie,169.39,Bouteille,Espagne,Ouazzani,Soufiane,Homme,27,Oujda,Célibataire,2022-07-13,13,7,July,2022,3
198,2002,633,348,4,344.25,1377.0,Eau De Javel,Produits Ménagers,117.11,Kg,États-Unis,Toumi,Khadija,Femme,59,Tanger,Marié(E),2023-06-25,25,6,June,2023,2
199,1818,297,883,2,353.28,706.56,Courgettes,Légumes,63.39,Unité,Maroc,Maaroufi,Amina,Femme,21,Agadir,Marié(E),2022-12-23,23,12,December,2022,4
200,181,77,63,3,89.45,268.35,Oranges,Fruits,5.61,Kg,France,Bouzid,Laila,Femme,52,Oujda,Marié(E),2018-06-30,30,6,June,2018,2
201,683,156,724,10,160.03,1600.3,Fer À Repasser,Électroménager,44.94,Litre,Espagne,El Amrani,Hassan,Homme,37,Casablanca,Marié(E),2019-11-14,14,11,November,2019,4
202,1318,123,392,2,52.81,105.62,Beurre,Produits Laitiers,65.0,Kg,Espagne,Maaroufi,Laila,Femme,47,Rabat,Célibataire,2021-08-10,10,8,August,2021,3
203,57,683,558,8,286.47,2291.76,Shampoing,Hygiène,8.41,Bouteille,Maroc,Benslimane,Amina,Femme,31,Marrakech,Célibataire,2018-02-26,26,2,February,2018,1
204,927,125,101,6,143.24,859.44,Pommes,Fruits,88.26,Kg,Maroc,Bouzid,Soufiane,Homme,22,Tanger,Marié(E),2020-07-15,15,7,July,2020,3
205,1632,717,975,10,232.74,2327.4,Détergent,Produits Ménagers,160.56,Kg,Espagne,Benali,Amina,Femme,18,Marrakech,Marié(E),2022-06-20,20,6,June,2022,2
206,994,263,163,1,79.54,79.54,Poulet,Viandes,139.91,Unité,France,El Fassi,Khadija,Femme,45,Agadir,Marié(E),2020-09-20,20,9,September,2020,3
207,1950,261,219,5,326.29,1631.45,Liquide Vaisselle,Produits Ménagers,130.26,Unité,Maroc,El Amrani,Noura,Femme,32,Oujda,Célibataire,2023-05-04,4,5,May,2023,2
208,1255,293,592,9,74.07,666.63,Bouilloire,Électroménager,53.21,Unité,France,Bouzid,Amina,Femme,36,Tanger,Célibataire,2021-06-08,8,6,June,2021,2
209,1608,11,784,9,110.24,992.16,Eau De Javel,Produits Ménagers,62.17,Kg,Espagne,Benslimane,Fatima,Femme,64,Rabat,Marié(E),2022-05-27,27,5,May,2022,2
210,35,334,451,2,273.48,546.96,Riz,Épicerie,50.66,Bouteille,États-Unis,Bouzid,Amina,Femme,61,Casablanca,Marié(E),2018-02-04,4,2,February,2018,1
211,1145,356,100,3,338.06,1014.18,Bouilloire,Électroménager,186.29,Bouteille,Maroc,Toumi,Soufiane,Homme,39,Tanger,Marié(E),2021-02-18,18,2,February,2021,1
212,844,952,450,3,97.55,292.65,Eau De Javel,Produits Ménagers,43.22,Bouteille,Maroc,El Amrani,Fatima,Femme,40,Oujda,Marié(E),2020-04-23,23,4,April,2020,2
213,2051,76,583,7,283.63,1985.41,Dentifrice,Hygiène,98.93,Litre,Espagne,Kabbaj,Noura,Femme,51,Casablanca,Marié(E),2023-08-13,13,8,August,2023,3
214,569,163,264,10,427.74,4277.4,Lessive,Produits Ménagers,95.49,Kg,France,Maaroufi,Soufiane,Homme,31,Agadir,Marié(E),2019-07-23,23,7,July,2019,3
215,1136,697,290,5,452.58,2262.9,Fer À Repasser,Électroménager,128.55,Bouteille,France,Maaroufi,Amina,Femme,20,Kenitra,Célibataire,2021-02-09,9,2,February,2021,1
216,1794,785,197,3,489.13,1467.39,Pois Chiches,Épicerie,77.83,Litre,France,El Fassi,Amina,Femme,44,Casablanca,Célibataire,2022-11-29,29,11,November,2022,4
217,406,422,148,2,428.55,857.1,Poulet,Viandes,85.18,Bouteille,Maroc,El Fassi,Rachid,Homme,57,Fès,Marié(E),2019-02-10,10,2,February,2019,1
218,767,807,777,4,497.23,1988.92,Dentifrice,Hygiène,197.45,Unité,États-Unis,Bouzid,Amina,Femme,25,Tanger,Marié(E),2020-02-06,6,2,February,2020,1
219,1459,829,640,4,186.56,746.24,Pois Chiches,Épicerie,165.21,Paquet,États-Unis,Kabbaj,Mohamed,Homme,30,Rabat,Marié(E),2021-12-29,29,12,December,2021,4
220,446,211,966,1,453.35,453.35,Mixeur,Électroménager,194.75,Bouteille,France,Boukhari,Noura,Femme,37,Kenitra,Marié(E),2019-03-22,22,3,March,2019,1
221,1529,705,764,8,257.74,2061.92,Lessive,Produits Ménagers,46.48,Paquet,Maroc,Boukhari,Soufiane,Homme,25,Tanger,Marié(E),2022-03-09,9,3,March,2022,1
222,2055,852,778,10,429.29,4292.9,Pain Au Chocolat,Pâtisserie,89.42,Kg,Maroc,Benali,Youssef,Homme,42,Fès,Marié(E),2023-08-17,17,8,August,2023,3
223,457,963,169,3,334.26,1002.78,Pois Chiches,Épicerie,81.24,Paquet,Maroc,Ouazzani,Noura,Femme,37,Casablanca,Marié(E),2019-04-02,2,4,April,2019,2
224,124,329,447,2,96.91,193.82,Lait,Boissons,42.07,Litre,Maroc,Boukhari,Youssef,Homme,49,Rabat,Célibataire,2018-05-04,4,5,May,2018,2
225,2029,986,651,7,208.47,1459.29,Carottes,Légumes,151.09,Litre,France,El Amrani,Laila,Femme,43,Fès,Célibataire,2023-07-22,22,7,July,2023,3
226,774,108,997,4,359.23,1436.92,Tomates,Légumes,134.1,Unité,États-Unis,Maaroufi,Amina,Femme,59,Fès,Célibataire,2020-02-13,13,2,February,2020,1
227,1521,492,631,5,443.23,2216.15,Makrout,Pâtisserie,33.27,Litre,France,Bouzid,Fatima,Femme,37,Rabat,Célibataire,2022-03-01,1,3,March,2022,1
228,1381,57,304,7,318.62,2230.34,Croissant,Pâtisserie,103.25,Bouteille,États-Unis,Kabbaj,Youssef,Homme,48,Casablanca,Marié(E),2021-10-12,12,10,October,2021,4
229,382,493,128,4,436.54,1746.16,Savon,Hygiène,81.58,Kg,France,Bouzid,Rachid,Homme,63,Oujda,Célibataire,2019-01-17,17,1,January,2019,1
230,1755,3,944,7,393.68,2755.76,Carottes,Légumes,15.68,Bouteille,États-Unis,Ouazzani,Laila,Femme,61,Rabat,Marié(E),2022-10-21,21,10,October,2022,4
231,1256,524,906,1,205.3,205.3,Mouton,Viandes,164.52,Unité,États-Unis,Benslimane,Khadija,Femme,44,Casablanca,Marié(E),2021-06-09,9,6,June,2021,2
232,295,565,223,6,49.25,295.5,Bœuf,Viandes,34.22,Paquet,Espagne,Bouzid,Rachid,Homme,52,Kenitra,Célibataire,2018-10-22,22,10,October,2018,4
233,108,301,364,9,39.63,356.67,Courgettes,Légumes,145.92,Litre,États-Unis,Maaroufi,Soufiane,Homme,57,Fès,Marié(E),2018-04-18,18,4,April,2018,2
234,709,37,163,9,177.6,1598.4,Poulet,Viandes,139.91,Unité,France,Maaroufi,Khadija,Femme,44,Tanger,Marié(E),2019-12-10,10,12,December,2019,4
235,1095,470,326,5,430.29,2151.45,Melon,Fruits,29.18,Unité,États-Unis,Benslimane,Khadija,Femme,23,Casablanca,Marié(E),2020-12-30,30,12,December,2020,4
236,1568,24,749,9,281.27,2531.43,Pommes De Terre,Légumes,48.14,Unité,Espagne,Toumi,Khadija,Femme,56,Rabat,Marié(E),2022-04-17,17,4,April,2022,2
237,332,89,308,3,333.55,1000.65,Poivrons,Légumes,89.28,Litre,France,Benslimane,Laila,Femme,57,Casablanca,Marié(E),2018-11-28,28,11,November,2018,4
238,1637,147,186,10,19.3,193.0,Pommes,Fruits,30.15,Unité,Espagne,Benali,Fatima,Femme,35,Fès,Marié(E),2022-06-25,25,6,June,2022,2
239,2154,347,909,8,47.93,383.44,Liquide Vaisselle,Produits Ménagers,122.47,Litre,Maroc,Kabbaj,Soufiane,Homme,19,Casablanca,Marié(E),2023-11-24,24,11,November,2023,4
240,692,179,540,7,493.45,3454.15,Shampoing,Hygiène,35.68,Unité,États-Unis,Toumi,Fatima,Femme,35,Oujda,Célibataire,2019-11-23,23,11,November,2019,4
241,590,126,930,10,203.96,2039.6,Bœuf,Viandes,175.81,Paquet,Espagne,Boukhari,Fatima,Femme,29,Tanger,Marié(E),2019-08-13,13,8,August,2019,3
242,42,91,348,7,115.75,810.25,Eau De Javel,Produits Ménagers,117.11,Kg,États-Unis,Ouazzani,Hassan,Homme,27,Casablanca,Marié(E),2018-02-11,11,2,February,2018,1
243,2189,60,623,9,363.41,3270.69,Shampoing,Hygiène,110.93,Bouteille,Espagne,Toumi,Laila,Femme,60,Agadir,Marié(E),2023-12-29,29,12,December,2023,4
244,1397,371,98,1,13.05,13.05,Carottes,Légumes,49.07,Bouteille,Espagne,Maaroufi,Soufiane,Homme,53,Marrakech,Célibataire,2021-10-28,28,10,October,2021,4
245,2056,917,581,5,34.85,174.25,Pastèque,Fruits,121.91,Unité,États-Unis,Boukhari,Fatima,Femme,61,Agadir,Célibataire,2023-08-18,18,8,August,2023,3
246,608,610,474,3,207.09,621.27,Ventilateur,Électroménager,57.02,Kg,États-Unis,Benslimane,Mohamed,Homme,45,Tanger,Marié(E),2019-08-31,31,8,August,2019,3
247,1533,189,407,1,434.66,434.66,Sucre,Épicerie,122.87,Bouteille,États-Unis,Maaroufi,Rachid,Homme,58,Kenitra,Marié(E),2022-03-13,13,3,March,2022,1
248,1826,616,834,5,323.53,1617.65,Oignons,Légumes,13.4,Kg,Maroc,Maaroufi,Laila,Femme,30,Casablanca,Célibataire,2022-12-31,31,12,December,2022,4
249,872,195,334,2,333.95,667.9,Détergent,Produits Ménagers,42.3,Paquet,Maroc,Toumi,Mohamed,Homme,54,Rabat,Célibataire,2020-05-21,21,5,May,2020,2
250,356,142,717,8,454.75,3638.0,Riz,Épicerie,73.8,Unité,France,El Amrani,Fatima,Femme,54,Tanger,Marié(E),2018-12-22,22,12,December,2018,4
251,1194,58,503,3,239.12,717.36,Fraises,Fruits,121.36,Bouteille,Maroc,Bouzid,Rachid,Homme,35,Kenitra,Célibataire,2021-04-08,8,4,April,2021,2
252,270,455,992,10,352.35,3523.5,Courgettes,Légumes,12.87,Paquet,Maroc,El Fassi,Noura,Femme,43,Kenitra,Célibataire,2018-09-27,27,9,September,2018,3
253,26,151,318,1,452.0,452.0,Courgettes,Légumes,95.35,Bouteille,États-Unis,Toumi,Noura,Femme,49,Oujda,Marié(E),2018-01-26,26,1,January,2018,1
254,323,319,155,5,381.25,1906.25,Dattes,Fruits,187.7,Unité,États-Unis,Ouazzani,Youssef,Homme,63,Rabat,Marié(E),2018-11-19,19,11,November,2018,4
255,527,201,556,4,493.57,1974.28,Fraises,Fruits,119.69,Kg,France,El Amrani,Fatima,Femme,40,Casablanca,Marié(E),2019-06-11,11,6,June,2019,2
256,1727,223,157,7,91.47,640.29,Eau De Javel,Produits Ménagers,146.14,Kg,États-Unis,Ouazzani,Hassan,Homme,35,Agadir,Célibataire,2022-09-23,23,9,September,2022,3
257,650,8,740,4,434.14,1736.56,Gel Douche,Hygiène,26.94,Bouteille,Espagne,Toumi,Mohamed,Homme,39,Fès,Marié(E),2019-10-12,12,10,October,2019,4
258,1068,618,830,6,436.35,2618.1,Sucre,Épicerie,145.87,Litre,Espagne,El Amrani,Youssef,Homme,64,Oujda,Célibataire,2020-12-03,3,12,December,2020,4
259,1299,431,689,5,447.66,2238.3,Croissant,Pâtisserie,80.77,Unité,États-Unis,El Amrani,Soufiane,Homme,40,Casablanca,Marié(E),2021-07-22,22,7,July,2021,3
260,877,196,874,9,88.44,795.96,Eau Minérale,Boissons,108.77,Bouteille,Maroc,Maaroufi,Fatima,Femme,37,Rabat,Célibataire,2020-05-26,26,5,May,2020,2
261,1634,425,424,8,278.11,2224.88,Bananes,Fruits,114.7,Litre,France,Ouazzani,Soufiane,Homme,42,Rabat,Marié(E),2022-06-22,22,6,June,2022,2
262,1493,784,638,10,259.3,2593.0,Détergent,Produits Ménagers,179.66,Paquet,Maroc,El Fassi,Fatima,Femme,61,Kenitra,Célibataire,2022-02-01,1,2,February,2022,1
263,1181,963,80,3,457.91,1373.73,Sucre,Épicerie,46.72,Kg,États-Unis,Ouazzani,Noura,Femme,37,Casablanca,Marié(E),2021-03-26,26,3,March,2021,1
264,1602,91,318,2,135.57,271.14,Courgettes,Légumes,95.35,Bouteille,États-Unis,Ouazzani,Hassan,Homme,27,Casablanca,Marié(E),2022-05-21,21,5,May,2022,2
265,484,35,371,7,31.77,222.39,Savon,Hygiène,125.7,Bouteille,France,Kabbaj,Youssef,Homme,42,Fès,Célibataire,2019-04-29,29,4,April,2019,2
266,58,16,781,1,190.8,190.8,Fraises,Fruits,119.55,Bouteille,États-Unis,Maaroufi,Soufiane,Homme,65,Rabat,Marié(E),2018-02-27,27,2,February,2018,1
267,1951,814,274,6,450.18,2701.08,Shampoing,Hygiène,85.09,Unité,États-Unis,Ouazzani,Soufiane,Homme,27,Fès,Célibataire,2023-05-05,5,5,May,2023,2
268,455,724,338,1,103.08,103.08,Brioche,Pâtisserie,126.12,Kg,États-Unis,Maaroufi,Mohamed,Homme,58,Casablanca,Célibataire,2019-03-31,31,3,March,2019,1
269,600,904,753,10,104.87,1048.7,Poivrons,Légumes,108.01,Kg,Espagne,El Amrani,Youssef,Homme,58,Agadir,Marié(E),2019-08-23,23,8,August,2019,3
270,267,640,94,6,173.06,1038.36,Dattes,Fruits,48.91,Unité,Espagne,Toumi,Khadija,Femme,51,Oujda,Célibataire,2018-09-24,24,9,September,2018,3
271,663,719,470,10,306.7,3067.0,Pommes De Terre,Légumes,7.22,Litre,États-Unis,Kabbaj,Hassan,Homme,54,Agadir,Célibataire,2019-10-25,25,10,October,2019,4
272,746,797,847,2,297.1,594.2,Makrout,Pâtisserie,29.75,Unité,États-Unis,Benali,Khadija,Femme,59,Casablanca,Célibataire,2020-01-16,16,1,January,2020,1
273,447,261,736,9,235.81,2122.29,Pommes De Terre,Légumes,161.36,Unité,Espagne,El Amrani,Noura,Femme,32,Oujda,Célibataire,2019-03-23,23,3,March,2019,1
274,1147,296,295,3,197.46,592.38,Gel Douche,Hygiène,72.26,Litre,Espagne,Boukhari,Noura,Femme,45,Kenitra,Marié(E),2021-02-20,20,2,February,2021,1
275,1568,913,640,2,478.23,956.46,Pois Chiches,Épicerie,165.21,Paquet,États-Unis,Ouazzani,Khadija,Femme,52,Tanger,Célibataire,2022-04-17,17,4,April,2022,2
276,631,554,991,9,196.92,1772.28,Pois Chiches,Épicerie,90.95,Litre,France,Ouazzani,Youssef,Homme,60,Oujda,Marié(E),2019-09-23,23,9,September,2019,3
277,223,579,367,4,443.3,1773.2,Yaourt,Produits Laitiers,17.68,Paquet,Maroc,Maaroufi,Laila,Femme,43,Tanger,Marié(E),2018-08-11,11,8,August,2018,3
278,1547,460,842,7,184.31,1290.17,Lentilles,Épicerie,143.88,Kg,Espagne,Benslimane,Soufiane,Homme,60,Casablanca,Célibataire,2022-03-27,27,3,March,2022,1
279,44,408,644,5,35.2,176.0,Yaourt,Produits Laitiers,153.7,Litre,France,Maaroufi,Rachid,Homme,52,Agadir,Marié(E),2018-02-13,13,2,February,2018,1
280,1171,907,993,10,135.06,1350.6,Bœuf,Viandes,115.97,Bouteille,Maroc,Boukhari,Amina,Femme,56,Casablanca,Célibataire,2021-03-16,16,3,March,2021,1
281,1672,733,18,5,474.58,2372.9,Savon,Hygiène,72.42,Bouteille,Espagne,Kabbaj,Noura,Femme,22,Kenitra,Célibataire,2022-07-30,30,7,July,2022,3
282,1898,557,946,7,27.89,195.23,Thé Vert,Boissons,17.06,Unité,Maroc,Bouzid,Khadija,Femme,40,Agadir,Célibataire,2023-03-13,13,3,March,2023,1
283,153,52,606,8,22.13,177.04,Eau Minérale,Boissons,74.91,Paquet,France,Ouazzani,Youssef,Homme,29,Marrakech,Marié(E),2018-06-02,2,6,June,2018,2
284,396,96,652,7,159.46,1116.22,Makrout,Pâtisserie,26.55,Bouteille,États-Unis,Maaroufi,Fatima,Femme,49,Oujda,Marié(E),2019-01-31,31,1,January,2019,1
285,1815,514,545,7,478.18,3347.26,Liquide Vaisselle,Produits Ménagers,175.32,Paquet,États-Unis,Toumi,Soufiane,Homme,50,Agadir,Célibataire,2022-12-20,20,12,December,2022,4
286,457,252,340,2,34.56,69.12,Fromage,Produits Laitiers,93.12,Paquet,France,El Amrani,Mohamed,Homme,30,Tanger,Marié(E),2019-04-02,2,4,April,2019,2
287,1432,570,343,5,98.53,492.65,Shampoing,Hygiène,105.61,Litre,États-Unis,Toumi,Hassan,Homme,46,Agadir,Marié(E),2021-12-02,2,12,December,2021,4
288,120,427,157,1,250.0,250.0,Eau De Javel,Produits Ménagers,146.14,Kg,États-Unis,Maaroufi,Laila,Femme,62,Oujda,Marié(E),2018-04-30,30,4,April,2018,2
289,970,204,583,8,157.06,1256.48,Dentifrice,Hygiène,98.93,Litre,Espagne,El Amrani,Rachid,Homme,57,Casablanca,Marié(E),2020-08-27,27,8,August,2020,3
290,1966,531,781,2,293.12,586.24,Fraises,Fruits,119.55,Bouteille,États-Unis,Kabbaj,Amina,Femme,60,Fès,Célibataire,2023-05-20,20,5,May,2023,2
291,1205,761,469,6,380.2,2281.2,Couscous,Épicerie,24.08,Bouteille,Maroc,Toumi,Soufiane,Homme,23,Fès,Célibataire,2021-04-19,19,4,April,2021,2
292,345,405,584,4,377.17,1508.68,Poulet,Viandes,121.34,Litre,France,Toumi,Mohamed,Homme,20,Tanger,Célibataire,2018-12-11,11,12,December,2018,4
293,1743,707,568,9,80.06,720.54,Pommes De Terre,Légumes,90.61,Paquet,France,El Fassi,Amina,Femme,19,Tanger,Marié(E),2022-10-09,9,10,October,2022,4
294,1274,214,485,3,268.04,804.12,Makrout,Pâtisserie,12.78,Bouteille,France,Benali,Soufiane,Homme,51,Agadir,Célibataire,2021-06-27,27,6,June,2021,2
295,1830,943,535,3,201.71,605.13,Carottes,Légumes,180.6,Bouteille,France,Bouzid,Rachid,Homme,40,Marrakech,Célibataire,2023-01-04,4,1,January,2023,1
296,439,625,836,10,163.2,1632.0,Mouton,Viandes,141.22,Unité,Maroc,Ouazzani,Noura,Femme,29,Kenitra,Célibataire,2019-03-15,15,3,March,2019,1
297,42,315,137,4,370.96,1483.84,Poivrons,Légumes,121.88,Unité,Maroc,Toumi,Amina,Femme,21,Rabat,Marié(E),2018-02-11,11,2,February,2018,1
298,1916,480,414,9,284.75,2562.75,Pain Au Chocolat,Pâtisserie,165.98,Bouteille,États-Unis,El Fassi,Amina,Femme,42,Agadir,Marié(E),2023-03-31,31,3,March,2023,1
299,1316,14,345,4,24.04,96.16,Poivrons,Légumes,99.71,Unité,États-Unis,Ouazzani,Laila,Femme,37,Tanger,Marié(E),2021-08-08,8,8,August,2021,3
300,1031,196,502,7,89.29,625.03,Croissant,Pâtisserie,85.49,Unité,États-Unis,Maaroufi,Fatima,Femme,37,Rabat,Célibataire,2020-10-27,27,10,October,2020,4
301,23,639,121,10,96.31,963.1,Pain Au Chocolat,Pâtisserie,56.17,Kg,États-Unis,Boukhari,Rachid,Homme,52,Agadir,Célibataire,2018-01-23,23,1,January,2018,1
302,1042,342,929,5,418.17,2090.85,Couscous,Épicerie,123.57,Bouteille,France,Benali,Laila,Femme,42,Tanger,Célibataire,2020-11-07,7,11,November,2020,4
